model,family,corner,seed,dt,dynamic_noise,return_rate,settling_time_p95,residual_p95,reexit_rate,attempted_violations
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,167,0.02,0,1.0,2.72,0.00041754807672800677,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,167,0.01,0,1.0,2.75,0.0004451532960591959,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,101,0.02,1,1.0,2.543,0.003324986665154273,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,101,0.02,0,1.0,2.54,0.00019497541194522314,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,101,0.01,0,1.0,2.57,0.00021087123688305495,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,131,0.02,1,1.0,2.56,0.002952942469400893,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,131,0.02,0,1.0,2.56,0.00020330166445309945,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,131,0.01,0,1.0,2.58,0.00021963672670652088,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,167,0.02,1,1.0,2.443,0.002778419114393184,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,167,0.02,0,1.0,2.46,0.00012920432488485264,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,nominal,167,0.01,0,1.0,2.48,0.00014086138688883587,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,101,0.02,1,1.0,2.66,0.005666603195407404,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,101,0.02,0,1.0,2.68,0.00037862017338411054,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,101,0.01,0,1.0,2.7015000000000002,0.00040407542802872254,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,131,0.02,1,1.0,2.6430000000000002,0.006384968951094158,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,131,0.02,0,1.0,2.62,0.00028806191019846905,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,131,0.01,0,1.0,2.6415,0.000309040631084153,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,167,0.02,1,1.0,2.7230000000000003,0.006004140590462268,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,167,0.02,0,1.0,2.72,0.00039484399350878883,0.0,0
gerichtet_rechts_d0.68_g0.17,gerichtet,erhoeht,167,0.01,0,1.0,2.7415000000000003,0.0004216212310465145,0.0,0
