model,corner,seed,dt,dynamic_noise,return_rate,settling_time_p95,residual_p95,reexit_rate,attempted_violations
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,167,0.02,0,1.0,3.46,0.005060806884684204,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,167,0.01,0,1.0,3.4825,0.005179936051227481,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,101,0.02,1,1.0,3.225,0.003474468182388163,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,101,0.02,0,1.0,3.22,0.002176529450945626,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,101,0.01,0,1.0,3.2425,0.0022606910507018533,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,131,0.02,1,1.0,3.08,0.0035977180227378665,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,131,0.02,0,1.0,3.08,0.0017028997194041351,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,131,0.01,0,1.0,3.1,0.001771410615218008,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,167,0.02,1,1.0,3.14,0.003693073632590095,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,167,0.02,0,1.0,3.14,0.0018961238445970741,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,nominal,167,0.01,0,1.0,3.16,0.001970314697659248,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007350617033270746,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,101,0.02,0,1.0,3.34,0.003825026635009609,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,101,0.01,0,1.0,3.37,0.003928291821390397,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,131,0.02,1,1.0,3.3449999999999998,0.007501114855461306,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,131,0.02,0,1.0,3.3200000000000003,0.003834324238760898,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,131,0.01,0,1.0,3.3425,0.003933384568189105,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,167,0.02,1,1.0,3.485,0.008736304050825981,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,167,0.02,0,1.0,3.46,0.005060806884684204,0.0,0
zwei_zustaende_l1.2_s4.8_a0.5,erhoeht,167,0.01,0,1.0,3.4825,0.005179936051227481,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,101,0.02,1,1.0,3.225,0.003474468182388163,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,101,0.02,0,1.0,3.22,0.002176529450945626,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,101,0.01,0,1.0,3.2425,0.0022606910507018533,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,131,0.02,1,1.0,3.08,0.0035977180227378665,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,131,0.02,0,1.0,3.08,0.0017028997194041351,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,131,0.01,0,1.0,3.1,0.001771410615218008,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,167,0.02,1,1.0,3.14,0.003693073632590095,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,167,0.02,0,1.0,3.14,0.0018961238445970741,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,nominal,167,0.01,0,1.0,3.16,0.001970314697659248,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007350617033270746,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,101,0.02,0,1.0,3.34,0.003825026635009609,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,101,0.01,0,1.0,3.37,0.003928291821390397,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,131,0.02,1,1.0,3.3449999999999998,0.007501114855461306,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,131,0.02,0,1.0,3.3200000000000003,0.003834324238760898,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,131,0.01,0,1.0,3.3425,0.003933384568189105,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,167,0.02,1,1.0,3.485,0.008736304050825981,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,167,0.02,0,1.0,3.46,0.005060806884684204,0.0,0
zwei_zustaende_l1.2_s4.8_a0.75,erhoeht,167,0.01,0,1.0,3.4825,0.005179936051227481,0.0,0
